LCSC,Ref,Status,Detail
C130056,U_PWR3,OK,fit=0.05mm jlc_offset=270 db=270.0 src=lcsc
C130056,U_PWR4,PAD-MULTIPLICITY,"pad number(s) 9 appear a different number of times on the two footprints (ours {'9': 8} vs JLC {'9': 1}) — a NAMING convention, not a geometry defect; those numbers are fitted by CENTROID. Non-fatal, but PAD-GEOM readings on the affected numbers compare a merged centroid against a single lead"
C130056,U_PWR4,OK,fit=0.05mm jlc_offset=270 db=270.0 src=lcsc
C130056,U_PWR_CTRL,PAD-MULTIPLICITY,"pad number(s) 9 appear a different number of times on the two footprints (ours {'9': 8} vs JLC {'9': 1}) — a NAMING convention, not a geometry defect; those numbers are fitted by CENTROID. Non-fatal, but PAD-GEOM readings on the affected numbers compare a merged centroid against a single lead"
C130056,U_PWR_CTRL,OK,fit=0.05mm jlc_offset=270 db=270.0 src=lcsc
C2864845,U_AGG,OK,fit=0.00mm jlc_offset=0 db=0.0 src=lcsc
C478081,U_HUB,PAD-MULTIPLICITY,"pad number(s) 65 appear a different number of times on the two footprints (ours {'65': 18} vs JLC {'65': 1}) — a NAMING convention, not a geometry defect; those numbers are fitted by CENTROID. Non-fatal, but PAD-GEOM readings on the affected numbers compare a merged centroid against a single lead"
C478081,U_HUB,OK,fit=0.04mm jlc_offset=0 db=0.0 src=lcsc
,F_IN,LOCAL-BODY,"source=board; JLC CAD replacement suppressed; resolved paths=1/1; scale/offset/rotation retained; identity=Keystone 3568 complete insulated four-hole MINI blade-fuse holder; authority=KiCad Fuseholder_Blade_Mini_Keystone_3568 exact library model, checked against Keystone M65 p.42; limitation=C5249699 is explicitly rejected as a single loose-clip near-match and has no model-registration authority.; dossier=/home/mouse9911/gits/circuits/projects/usb-controlled-debug-hub-v1/02_parts/3568/part.yaml"
C60491,R_SWAP1,MODEL-REG-OK,body on courtyard (0.00mm)
C60491,R_SWAP2,MODEL-REG-OK,body on courtyard (0.00mm)
C60491,R_SWAP3,MODEL-REG-OK,body on courtyard (0.00mm)
C60491,R_SWAP4,MODEL-REG-OK,body on courtyard (0.00mm)
C60491,R_SWAP5,MODEL-REG-OK,body on courtyard (0.00mm)
C60491,R_SWAP6,MODEL-REG-OK,body on courtyard (0.00mm)
C60491,R_SWAP7,MODEL-REG-OK,body on courtyard (0.00mm)
C60491,R_VBUS_BOT,MODEL-REG-OK,body on courtyard (0.00mm)
C60491,R_VBUS_TOP,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_AGG_IN,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_AND_DATA,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_AND_PWR,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_BST,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_CTRL_VDD,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_DATA1,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_DATA2,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_DATA3,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_DATA4,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_EXP_VDD,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_HUB_A1,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_HUB_A2,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_HUB_A3,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_HUB_A4,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_HUB_CR_HF,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_HUB_DD,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_HUB_PLL,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_PORT1_HF,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_PORT2_HF,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_PORT3_HF,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_PORT4_HF,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_PWR1_IN,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_PWR2_IN,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_PWR3_IN,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_PWR4_IN,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_PWR_CTRL_IN,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_PWR_CTRL_OUT_HF,MODEL-REG-OK,body on courtyard (0.00mm)
C1525,C_TRUNK_HF,MODEL-REG-OK,body on courtyard (0.00mm)
C25804,R_AGG_UV_MID,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_BOOST0,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_BOOST1,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_CFG0,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_CFG1,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_CFG2,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_CTRL_RESET,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_DATA_CMD1,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_DATA_CMD2,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_DATA_CMD3,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_DATA_CMD4,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_DATA_OE1,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_DATA_OE2,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_DATA_OE3,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_DATA_OE4,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_DATA_OK1,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_DATA_OK2,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_DATA_OK3,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_DATA_OK4,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_DIS6N,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_DIS6P,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_DIS7N,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_DIS7P,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_EXP_RESET,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_GANG,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_HUB_RESET,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_NONREM0,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_NONREM1,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_PWR_CMD1,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_PWR_CMD2,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_PWR_CMD3,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_PWR_CMD4,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_PWR_EN1,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_PWR_EN2,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_PWR_EN3,MODEL-REG-OK,body on courtyard (0.00mm)
C60490,R_PWR_EN4,MODEL-REG-OK,body on courtyard (0.00mm)
C19702,C_BUCK_IN,MODEL-REG-OK,body on courtyard (0.00mm)
C114760,R_RBIAS,MODEL-REG-OK,body on courtyard (0.00mm)
C22807,R_AGG_UV_TOP,MODEL-REG-OK,body on courtyard (0.00mm)
C327368,R_ILIM1,MODEL-REG-OK,body on courtyard (0.00mm)
C327368,R_ILIM2,MODEL-REG-OK,body on courtyard (0.00mm)
C327368,R_ILIM3,MODEL-REG-OK,body on courtyard (0.00mm)
C327368,R_ILIM4,MODEL-REG-OK,body on courtyard (0.00mm)
C327368,R_ILIM_CTRL,MODEL-REG-OK,body on courtyard (0.00mm)
C136277,C_TRUNK_USB,MODEL-REG-OK,body on courtyard (0.00mm)
C1549,C_XTAL1,MODEL-REG-OK,body on courtyard (0.00mm)
C1549,C_XTAL2,MODEL-REG-OK,body on courtyard (0.00mm)
C3819953,J_PWR,MODEL-REG-OK,body on courtyard (0.22mm)
C138033,R_XTAL,MODEL-REG-OK,body on courtyard (0.00mm)
C110776,R_AGG_ILIM,MODEL-REG-OK,body on courtyard (0.00mm)
C52923,C_HUB_18,MODEL-REG-OK,body on courtyard (0.00mm)
C52923,C_HUB_18PLL,MODEL-REG-OK,body on courtyard (0.00mm)
C52923,C_HUB_A_BULK,MODEL-REG-OK,body on courtyard (0.00mm)
C52923,C_HUB_CR_BULK,MODEL-REG-OK,body on courtyard (0.00mm)
C52923,C_HUB_RESET,MODEL-REG-OK,body on courtyard (0.00mm)
C52923,C_PWR_CTRL_OUT,MODEL-REG-OK,body on courtyard (0.00mm)
C342660,C_BUCK_OUT1,MODEL-REG-OK,body on courtyard (0.00mm)
C342660,C_BUCK_OUT2,MODEL-REG-OK,body on courtyard (0.00mm)
C342660,C_PORT1_BULK,MODEL-REG-OK,body on courtyard (0.00mm)
C342660,C_PORT2_BULK,MODEL-REG-OK,body on courtyard (0.00mm)
C342660,C_PORT3_BULK,MODEL-REG-OK,body on courtyard (0.00mm)
C342660,C_PORT4_BULK,MODEL-REG-OK,body on courtyard (0.00mm)
C342660,C_TRUNK_BULK,MODEL-REG-OK,body on courtyard (0.00mm)
C86462,J_UP,MODEL-REG-OK,body on courtyard (0.18mm)
